1,0.839239286,0.572455747,0.74930157
0.97877022,0.908613175,0.614013894,0.854997317
0.978822492,0.923215901,0.602063199,0.863645001
0.979043099,0.927637516,0.562213156,0.851210599
0.976352442,0.925887866,0.525841547,0.848640232
0.978899295,0.948631596,0.534719329,0.935534405
0.977339769,0.963521722,0.550819083,0.942087659
0.980547207,0.972137682,0.546604682,0.938841873
0.95645814,0.97084428,0.531109582,0.923942195
0.957195188,0.966964931,0.50097488,0.904430724
0.957178594,0.958481591,0.464110407,0.882413483
0.935995548,0.977420035,0.551734599,0.923373931
0.934818933,0.980743993,0.53127773,0.937171365
0.934683999,0.965951415,0.482686977,0.897445295
0.935405163,0.979163879,0.435716306,0.971960502
0.934127712,0.971378751,0.406286786,0.948517262
0.91187268,0.966159142,0.405791829,0.914805167
0.91331582,0.974733093,0.415159413,0.97726913
0.913017529,0.96941558,0.413080675,0.95240055
0.979062753,0.981035788,0.506859443,0.925100951
0.980472497,1,0.609718488,0.940699274
0.979704597,0.99229473,0.473127667,0.993991361
0.959145023,0.974308911,0.354944276,0.931148747
0.957495099,0.958650341,0.311545662,0.895216391
0.958457233,0.964990933,0.286782988,0.959426901
0.935915164,0.953011276,0.253365765,0.909340411
0.93677421,0.952922764,0.218112137,0.963212994
0.935003718,0.945416909,0.205980504,0.931633886
0.912530096,0.940697951,0.216067127,0.89916231
0.91469457,0.943763248,0.217073952,0.942424922
0.984540162,0.94678327,0.23389288,0.973929637
0.942455457,0.970691956,0.322669064,0.982706424
0.920571769,0.953390981,0.232039715,0.974949302
0.910105799,0.924978244,0.075545164,0.92931035
0.889473728,0.918301528,0.048718584,0.939539495
0.890153575,0.937614116,0.272188378,0.941306232
0.878963732,0.913777382,0.155342742,0.908015684
0.857509946,0.907951668,0.089997814,0.930066346
0.848050037,0.891330529,0.048262425,0.900760712
0.837604539,0.895133273,0.119897359,0.915718151
0.838061274,0.908111837,0.29972942,0.914658143
0.826747024,0.910467861,0.375164515,0.920218525
0.841319651,0.871135781,0.237978928,0.890238308
0.827173643,0.884883047,0.13192833,0.890545551
0.805907375,0.853426927,0.026035019,0.850918297
0.785634599,0.849038887,0,0.866259334
0.77430473,0.837012274,0.01679102,0.844242669
0.845134403,0.957811565,1,0.979516591
0.846412081,0.964083557,0.730194293,1
0.81490089,0.91999898,0.456942764,0.954720171
0.794934207,0.893401424,0.344391166,0.920143702
0.774337694,0.867254714,0.26859316,0.897395144
0.764116958,0.860613452,0.296167504,0.873921388
0.75379118,0.867387887,0.408809138,0.8754555
0.733037057,0.842235149,0.320918584,0.865864514
0.711770177,0.820716811,0.290775956,0.81274881
0.711775238,0.809701148,0.263650009,0.80730836
0.702355417,0.806509933,0.335141979,0.803054594
0.691383084,0.81589149,0.456684089,0.818924593
0.668795266,0.793867199,0.392514618,0.777500077
0.659288678,0.786725384,0.345837215,0.793789438
0.639065471,0.756516409,0.274972213,0.738349
0.639047782,0.768743175,0.383691739,0.768041223
0.618016098,0.745308623,0.342744484,0.724806558
0.61875322,0.762620254,0.43634972,0.754401185
0.597468681,0.742108471,0.388519287,0.744375837
0.585414226,0.721830183,0.343761893,0.720923289
0.576071936,0.712604277,0.351535267,0.711903705
0.565579778,0.705362411,0.377971056,0.706856506
0.555956835,0.701485628,0.385946175,0.695836185
0.544197072,0.682829783,0.379593855,0.680009342
0.533657957,0.673707611,0.367221275,0.670091876
0.52378844,0.665891658,0.371311745,0.650592486
0.513829916,0.65292332,0.370047683,0.634678013
0.502983498,0.640577303,0.355218561,0.626910501
0.480961796,0.626697686,0.338496524,0.602574665
